id,turns,victory_status,winner,white_id,white_rating,black_id,black_rating
WA74dy1J,19,resign,white,dadt505,1149,johnnybgud,1119
p1pl8mxO,119,mate,white,kingrat,1195,dadt505,1159
pR18y5FR,61,mate,white,dadt505,1148,carrillo,1153
7MEvvtG7,32,draw,draw,carrillo,1154,dadt505,1148
lCpgR02E,49,mate,white,mamaszachistka,1149,dadt505,1159
SeEEpEXK,108,mate,black,dadt505,1172,mamaszachistka,1137
aq1gp9cR,34,resign,black,marellik,1129,dadt505,1161
lBKsGfWv,36,mate,black,dadt505,1174,marellik,1115
GJOBSzAq,120,mate,black,dadt505,1184,maslocvor,1223
O19cdLX2,85,mate,white,dadt505,1172,denizzz2008,1329
CcSaagDR,58,resign,white,dadt505,1162,android2006,1132
4moLxU4x,98,mate,black,dadt505,1172,jdyerjdyer,1199
G8Yeh5BY,54,mate,black,dadt505,1181,amomchilov,1310
wZ6cYfAK,77,mate,white,ruderook,1836,tom999,1500
XKsO9nd2,51,resign,white,larissbug,1972,tom999,1500
azl6GsCO,57,resign,black,mcdaman,1424,otsoeur,1500
HXy4qECM,46,resign,black,mcdaman,1424,damiano50,1534
XYbcasya,107,resign,white,damiano50,1534,mcdaman,1424
wnx0cf76,61,mate,white,gtanand,1500,mcdaman,1424
jMbk5ms5,19,mate,white,cilentano002,1673,mcdaman,1424
IFwDXC4P,54,resign,black,oysandvik94,1396,mcdaman,1424
0woMy1BA,83,mate,white,mcdaman,1424,gumper95,1087
fGbqmvoA,77,resign,white,mcdaman,1424,hantaaswad,1500
ZdoA7TBg,34,resign,black,allstache,1330,mcdaman,1424
5fw8Z9qJ,25,resign,white,yazid7,1500,mcdaman,1424
2mKRvyaf,116,draw,draw,mcdaman,1424,lekoloko,1158
MM8XMS4G,50,resign,black,mcdaman,1424,meglio_bans,1454
Vs9jlGeB,53,resign,white,krincy,1662,mcdaman,1424
Zfa7GFup,14,mate,black,mcdaman,1424,krincy,1662
0tidSoaN,39,outoftime,white,bnbnswa,1500,mcdaman,1424
QyWDAXVu,90,mate,black,manuelmontesm,1500,mcdaman,1424
65qGkYSl,28,mate,black,mcdaman,1424,felamir,1654
QsQZ10nF,69,resign,white,velocyberaptor,1666,mcdaman,1424
un69uwEs,23,mate,white,mcdaman,1414,qweret,1500
xuqjuBmv,78,outoftime,black,azer21,1453,mcdaman,1414
kwuekKMw,39,resign,black,mcdaman,1414,cilentano002,1651
6aqXbVBC,104,mate,black,vathanan,1477,mcdaman,1414
VcSqrkzU,67,mate,white,mcdaman,1414,carviribolis,1500
0ASe4NM8,26,mate,black,carviribolis,1500,mcdaman,1414
v5aYW3A4,13,resign,black,mcdaman,1414,giul,1452
YuiFTeMH,123,mate,white,verybro,1500,mcdaman,1414
KGoB9tcT,21,resign,white,rafaelvmartinez,1500,mcdaman,1414
XShBaH8A,28,outoftime,black,mcdaman,1414,mjt348,1591
tBx2fYxd,119,resign,white,rosich,1787,mcdaman,1414
t1KEqb3X,44,resign,black,mcdaman,1414,rosich,1787
vUZ4AueG,93,resign,white,alfachess,1097,mcdaman,1414
cEjKAI4X,51,resign,white,mcdaman,1414,decibelzerg,1500
aT6ZatBy,28,draw,draw,decibelzerg,1500,mcdaman,1414
Ew7ZCx3z,41,resign,white,mcdaman,1414,decibelzerg,1500
VYlpW6gt,20,resign,black,mcdaman,1414,aabmuslim,1500
rh55YptY,30,draw,draw,songhopur,1500,mcdaman,1414
N3kY74Wu,102,outoftime,black,mcdaman,1426,columbo1976,1461
PGnCIyHz,74,resign,white,croyd,1635,mcdaman,1432
NLolYGKe,16,mate,black,y_d,1570,mcdaman,1414
LCDGRDtM,42,resign,black,tkhands,1500,sleepez,2026
6LneNPrY,62,resign,black,sleepez,2045,marbo,1750
yaYZ0hv5,111,resign,white,sleepez,2045,isaharris,1768
xDK2n5hz,64,resign,white,sleepez,2045,ardomina,1500
Pr8A9HUM,116,outoftime,black,sleepez,2045,premg,1500
HQtI9O4I,66,resign,black,sleepez,2045,jlap45,2062
a7KkqrTY,19,outoftime,white,sleepez,2045,sarazony,1435
xgyScWvK,79,outoftime,white,sleepez,2045,abusadiq67,1500
6DlTV9BI,77,resign,white,carlosperez,1500,lextop,1270
nvwGye3Q,120,resign,white,cfvjujy,1539,lextop,1270
RYBAyPfZ,34,resign,black,storm28rus,1500,lextop,1270
w3AwaxiO,27,mate,white,khaled500,1500,lextop,1270
NUPyMWzM,29,mate,white,lextop,1270,jirou93,1523
kPMLaziz,41,resign,white,st4nislav,1399,lextop,1270
oPDaAcUD,28,resign,black,lextop,1274,fgf1967,1569
2DUQV9DD,64,mate,black,megdospassos,1500,lextop,1274
7Marga6X,24,resign,black,lextop,1278,volkano,1568
3XxEiirS,87,mate,white,medanky64,1390,lextop,1286
6sll4eLr,51,outoftime,white,lextop,1286,mahdyan,1426
H0GD89TN,67,resign,white,shage,1312,lextop,1298
UYRkpfZ4,48,resign,black,lextop,1305,verzini,1462
N3pRhM0Z,36,resign,black,lextop,1305,benjaweiner,1396
MiYCvmol,12,resign,black,lextop,1305,calso,1521
YTwEXKwb,112,mate,black,civata,1483,lextop,1287
i4xHfIqK,115,mate,white,shahundlu,1500,lextop,1292
qxDHs8aN,76,mate,black,ego1947,1500,lextop,1272
v094EOv4,29,mate,white,lextop,1253,esteban1961,1471
BZDoKXsX,77,resign,white,ehsan_master,1323,lextop,1263
Kj1ixJel,46,resign,white,zagadochnik,1417,lextop,1271
5Xz7e6vi,55,mate,white,krishchennai93,1808,sud3457,1191
ILZ77Y8B,65,mate,white,krishchennai93,1808,sud3457,1191
uSFCK1Ib,144,mate,black,krishchennai93,1808,sud3457,1191
yMzW0bYx,51,mate,white,krishchennai93,1808,dlbrecken,1500
TsQysoBr,37,mate,white,krishchennai93,1808,katun,1410
oaRiZzN6,36,mate,black,yalda_b,1500,krishchennai93,1808
8yAezpe6,28,resign,white,krishchennai93,1808,rex91,1500
mVdM4fCp,72,mate,black,sud3457,1191,krishchennai93,1808
N763VFQ9,99,mate,white,krishchennai93,1808,sud3457,1191
SFpGxoAV,59,resign,white,dello321,1500,krishchennai93,1808
4uu68Rdi,53,resign,white,krishchennai93,1791,boscan,1983
Zew1YTJP,34,resign,black,fantom2003,1437,krishchennai93,1786
EOGl7Wix,45,outoftime,white,krishchennai93,1782,m0nte,1417
89qPGtvp,17,resign,white,krishchennai93,1766,buyankhuu,1709
2jRV6FDo,34,resign,black,kingamith,1500,krishchennai93,1758
1fELZsyN,32,mate,black,cosqun588,1777,krishchennai93,1736
2BHBIGg0,35,mate,white,krishchennai93,1710,cosqun588,1790
HECIVKUl,42,resign,black,cosqun588,1805,krishchennai93,1680
jO7g83oG,55,mate,white,krishchennai93,1641,albaner71,1959
hWxl57Dx,43,resign,white,krishchennai93,1586,soloturk0658,1654
BUu4DECY,2,outoftime,black,fdutka,1500,krishchennai93,1586
0xhmhrm1,38,resign,black,deev7,1457,krishchennai93,1567
RntH26Lq,60,mate,black,krishchennai93,1567,yosi_ptmbf,1500
xhe8yS3L,37,outoftime,white,rider70,1645,krishchennai93,1567
conWQtih,39,mate,white,cinta,2274,zeropsykoge,1350
X1CCFaAi,10,resign,black,zeropsykoge,1406,nilsenvivar,1655
MmGCO8Ek,58,mate,black,padrejbo,1998,weskin,1963
5liQdaIN,43,resign,white,weskin,1894,kreso87,1961
UZyCJ1oK,103,resign,white,kreso87,1923,weskin,1967
FlHcu2cr,59,resign,white,weskin,1886,nik1367,1862
JKydvN6M,146,mate,black,poseidon126,1505,rememberthemaine123,1743
pab2URKk,84,resign,black,rememberthemaine123,1743,poseidon126,1505
tTCcKXQa,77,resign,white,henderbj,1994,chess_rat,1886
yiBxrSiW,37,resign,white,hamed481,2014,chess_rat,1893
cN8DzzoF,25,mate,white,aubb,1748,blokh1n,1216
K3Gtmpo1,81,mate,white,pjs624,1087,blokh1n,1233
9TxCHRqC,38,mate,black,blokh1n,1244,elro,1297
Yxn9MK2o,43,resign,white,blokh1n,1218,asa123,1841
cgvk16DL,47,resign,white,bicerim,1662,blokh1n,1220
bmmKx5Nz,27,resign,white,isuckatchess96,1405,blokh1n,1227
ID3m6TaI,41,outoftime,white,blokh1n,1227,josesig,1500
1mVIifYh,40,resign,white,plaisted,1652,blokh1n,1229
XkqXUDVL,61,resign,white,podrisas,1431,blokh1n,1235
XB5wogEe,71,mate,white,blokh1n,1222,matheusaugusto,1240
u20R4dF9,101,outoftime,white,blokh1n,1183,gabriell2l,1413
3LoBtHP8,2,outoftime,black,shibikoko,1392,blokh1n,1183
krYU9hzH,68,resign,black,majidmir,1500,blokh1n,1160
mrA1EZtP,49,resign,white,anrietta,1427,blokh1n,1165
Vv9VsCjo,77,resign,white,baron-1977,1382,blokh1n,1170
ciddLqLN,93,resign,white,torrereinanegra,1359,blokh1n,1177
ZwKLKdSo,23,resign,black,ancestorturk,1286,blokh1n,1160
gCfPbVqN,104,draw,draw,blokh1n,1160,alk850411,1164
HICEKqKU,44,resign,white,blokh1n,1140,isuckatchess96,1346
oavxlH3G,77,resign,white,jackdouxx,1451,blokh1n,1144
i1ymVG1k,72,mate,black,blokh1n,1148,jackdouxx,1447
teFNQG3M,36,resign,white,jackdouxx,1443,blokh1n,1152
z4WE7tkN,70,resign,black,blokh1n,1156,jackdouxx,1440
jFKmgWMF,15,resign,white,smklassen0977,1328,blokh1n,1163
iyxZOQlG,32,mate,black,blokh1n,1145,pyromaniac115,1428
eIz8RdKk,58,mate,black,blokh1n,1154,juro1,1240
HN9u2QC3,28,resign,white,patotof,1441,blokh1n,1158
SAXssIUF,61,outoftime,white,blokh1n,1150,fripounet,1004
XM54G0sa,19,resign,black,blokh1n,1157,fcb1202,1348
jjW5luQt,23,resign,white,fcb1202,1342,blokh1n,1163
6sBG041J,116,mate,black,blokh1n,1173,twoandahalf,1247
arhgrwlP,37,mate,white,ahmet_c,1426,blokh1n,1178
NkkybScA,53,resign,white,lukas24,1397,blokh1n,1183
vWOGal8J,104,mate,black,blokh1n,1189,lukas24,1391
3nYbWEKa,25,resign,white,btbtho11,1434,blokh1n,1195
KvjMia8C,33,resign,black,blokh1n,1201,parobeta,1389
gqtgQfU8,93,mate,white,thommygun,1298,blokh1n,1198
8oiHoJm2,121,mate,white,williamho_2,1477,blokh1n,1203
EYNfmPHw,56,mate,black,blokh1n,1208,xandinho,1421
x9zRo0Xv,32,resign,black,blokh1n,1214,kenanchess,1448
g7yjIdXi,95,mate,white,kenanchess,1443,blokh1n,1219
P2s8jVO5,65,resign,white,maximillian_08,2076,gabrr82,1831
fhQf2xGG,75,resign,black,drmoeller,2119,maximillian_08,2076
1ryAc7xP,100,resign,black,maximillian_08,2076,drmoeller,2119
Df6dyJkg,70,resign,black,drmoeller,2119,maximillian_08,2076
J4GcK7kJ,60,mate,black,maximillian_08,2076,drmoeller,2119
tybVUEke,93,resign,white,drmoeller,2119,maximillian_08,2076
3gQoIkwB,56,mate,black,maximillian_08,2076,rex123,1992
QuIB1pGO,97,resign,black,rex123,1992,maximillian_08,2076
CoQaRX8R,36,draw,draw,yusiko,1908,maximillian_08,2076
j5ZAGamt,73,outoftime,white,maximillian_08,2076,padisa,1893
8VGIcNan,25,resign,white,xdvictorsousa,1879,maximillian_08,2076
Bm82L1yT,84,outoftime,black,boro-i-ramiz,2106,maximillian_08,2031
o4m2q5Ym,98,draw,draw,maximillian_08,2029,grafalex,2047
fyipJykw,68,resign,black,maximillian_08,2082,shamliq,1970
A0GCCHjc,64,mate,black,maximillian_08,2082,nekedisjo,1988
Skot7hoj,133,draw,draw,saidou1,1851,maximillian_08,2082
JSg6Ywt7,159,resign,white,maximillian_08,2040,libano06,1983
4S34mJwp,11,outoftime,white,maximillian_08,1978,georgpoltevskoy,2004
xyXbppgb,22,resign,black,maximillian_08,1978,boojmehrani,1979
ZysZ7aJQ,75,resign,white,maximillian_08,1916,gt112,1887
owfDcD0L,81,resign,white,gt112,1874,maximillian_08,2020
cZT8snfv,52,mate,black,maximillian_08,2020,restyrona30201598,2027
lVbiTfW5,40,mate,black,alexsandr1985-13,1904,maximillian_08,2020
WzNXPzOs,62,resign,black,shamliq,1935,maximillian_08,2020
fLUjrvO8,35,resign,white,maximillian_08,2020,vladimirzozulya1500,1938
WBacmrdA,52,resign,black,vladimirzozulya1500,1938,maximillian_08,2020
GvUhw5Zq,67,resign,white,maximillian_08,2020,vladimirzozulya1500,1938
r8K0Sf99,48,resign,black,vladimirzozulya1500,1938,maximillian_08,2020
E9N9iAlK,38,resign,black,maximillian_08,2020,vladimirzozulya1500,1938
sl0tTVqz,75,resign,white,maximillian_08,2020,ali43,1985
pQ0pfmvG,65,resign,white,mick17,2147,maximillian_08,2020
07SbKzP4,32,resign,white,maximillian_08,2020,squavallo,2160
LWQeC2ep,41,resign,white,squavallo,2160,maximillian_08,2020
Aqvp5ETC,57,mate,white,maximillian_08,1950,aayalac,1835
4EJn3FrG,40,resign,white,arthuryaschenko,1514,mrtx,1672
bITmsSYL,74,resign,black,mrtx,1687,blueroja,1557
XTrjnTnd,51,mate,white,mrtx,1684,repedone,1394
t2YM1cP5,68,resign,black,mrtx,1687,soupe_salade,1993
Optg4SKD,38,resign,black,donatman,1280,mrtx,1685
44eVfkP8,90,resign,black,tavakolg,1780,mrtx,1671
0JRBje4M,99,draw,draw,italiaclassica92,1614,mrtx,1673
ZO1lrcV0,53,resign,black,mrtx,1680,namreh21,1799
db72YopS,113,outoftime,white,liri,1748,mrtx,1689
yv550hMF,57,resign,black,mrtx,1700,iluas05,1684
moyRGfB6,54,resign,black,mrtx,1713,uguzzone,1658
AzKZaw8g,65,mate,white,mrtx,1699,v_oliv,1812
tKHt8E16,25,resign,black,mrtx,1706,akhenaton,1839
VBPIFWXP,114,draw,draw,mrtx,1705,alkarta,1709
bUweBXo3,72,draw,draw,benallal,1893,mrtx,1700
ypH4jJjB,59,mate,white,elpescador98,1718,mrtx,1711
dd9DxmPn,45,resign,white,mrtx,1700,hac2803,1714
eDLkv1kg,10,resign,black,misiek1909,1651,mrtx,1690
G1E0BCyx,49,resign,white,mrtx,1680,misiek1909,1661
4LqUgKgI,115,resign,white,mrtx,1673,manuelk676,1510
2LKJw8eH,45,resign,white,ajp,1645,mrtx,1686
WcE4sqS3,46,resign,black,mjkv90,1573,mrtx,1678
6ZUB7Hda,62,resign,black,mrtx,1688,granrob,1716
OuBmMus8,64,mate,black,mrtx,1699,granrob,1706
Ve5hxdyU,36,resign,black,lonshott,1598,mrtx,1703
VcgZvShk,81,resign,white,mrtx,1692,gmisaias,1682
dD8NXmIE,46,mate,black,janan6991,1524,mrtx,1686
0b8o7PwC,34,resign,black,abdelkadeer,1753,mrtx,1672
HVtI0kyd,113,mate,white,mrtx,1661,jarocho,1653
efIaVrq0,92,resign,black,flamethrower,1364,mrtx,1657
6VF1aJ7O,53,resign,white,mrtx,1640,bake99,1881
dRBn8rDm,68,mate,black,asimshn,1624,mrtx,1629
JajKyS0B,100,outoftime,black,mrtx,1641,guber1962,1619
3VXr9lfx,69,draw,draw,evan_h1234,1328,maximfilms,1500
LH2TmTAI,27,resign,white,evan_h1234,1328,wolt95,1500
OdtXITK9,27,resign,white,berke_uyar,1767,evan_h1234,1330
Gtee7Rcw,15,mate,white,unmesh77,2000,evan_h1234,1331
iXHWHtGg,46,resign,black,evan_h1234,1331,snovapampa,2043
WafQNXJa,60,mate,black,evan_h1234,1331,chesscoach,2209
sUuxfKLo,24,resign,black,evan_h1234,1332,spallaxx,2043
btRX748K,67,outoftime,white,reneesh,1709,evan_h1234,1334
Qxs0onHT,37,resign,white,titou38,1500,evan_h1234,1334
6m6ZIIyl,50,resign,white,sabotage_91,1309,evan_h1234,1347
zOYCgAo7,37,mate,white,n3manja,1256,evan_h1234,1363
uRUvV5LO,24,resign,black,evan_h1234,1365,hvtd,1751
aepqPU8w,54,mate,black,kavier1224,1517,evan_h1234,1346
WAqKs7tf,8,resign,black,evan_h1234,1348,hvtd,1756
LpKPKN7j,26,resign,black,evan_h1234,1351,rich8a,1726
3ltDbykZ,21,resign,white,eddie_marx,2078,evan_h1234,1351
88jYP2R7,48,mate,black,evan_h1234,1352,ramso101,2041
AyhpVNgU,38,mate,black,evan_h1234,1361,erupot,1430
HM48CPe2,45,resign,white,evan_h1234,1349,nco3,1346
1DEPXluE,64,draw,draw,buddashand,1284,evan_h1234,1348
mDV5w34D,19,mate,white,evan_h1234,1337,buddashand,1297
cJZOOzgX,27,mate,white,evan_h1234,1323,mcxvii,1340
498hJBAh,29,resign,white,evan_h1234,1319,freedomandpusher,1037
zBqe2I4S,64,mate,black,pajszi,1117,evan_h1234,1312
J3JtREZj,23,resign,white,normalman,1153,evan_h1234,1330
a0wR2srJ,23,resign,black,nubas1k,1309,evan_h1234,1317
CoPllBz6,45,mate,white,destroyer806,1338,evan_h1234,1314
IZexjDK9,50,resign,white,evan_h1234,1299,destroyer806,1378
zXNHeEJl,72,mate,black,menon19,1464,m_taha293,1500
wrUGowWQ,109,outoftime,white,granmagister,1639,satanrogue99,1656
nHSnrCha,35,mate,white,satanrogue99,1641,abayanko,1490
yzJrB5Ws,63,mate,white,satanrogue99,1636,johnthedon97,1260
OhQSh8yv,20,resign,white,satanrogue99,1625,rodrigodearaujo,1378
YkmRYw0j,59,mate,white,antonios,1845,satanrogue99,1638
1DngyzrL,64,mate,black,satanrogue99,1654,antonios,1839
8K4BUCPt,70,mate,black,satanrogue99,1696,aidynnur,1563
bx0Z93vM,19,resign,white,francisco-sanabria,1584,fredrickwoodbury,1500
59kbXR9N,19,mate,white,jestforfun,1470,abbykoopman22,1090
sNqyUKIL,15,mate,white,guerina,1221,abbykoopman22,1105
aPnS9VLX,11,mate,white,kraken12,1199,abbykoopman22,1123
TeQAiJJh,13,mate,white,tai-ping,1122,abbykoopman22,1160
0iJfm49Q,11,mate,white,baruc456,1299,abbykoopman22,1176
7uyLThgu,55,resign,white,taborluna,1544,d_war,1528
4u2TvoUT,94,resign,black,d_war,1538,ndjen,1564
PdhYpblx,41,mate,white,denisufraghviz,1576,d_war,1548
uKiIiQFi,28,resign,black,d_war,1558,matzeeeeee,1610
O1Z2TfSn,69,resign,white,walidsh,1652,d_war,1566
hjJEeZiU,112,resign,black,d_war,1574,pcpl,1678
CJmcdh4f,54,mate,black,pcpl,1693,d_war,1559
HplskEre,41,resign,black,d_war,1564,sergey_1963,1761
YUTBo8bU,77,mate,white,pogo78,1452,d_war,1579
8Lpz6aTe,83,resign,white,d_war,1571,pogo78,1459
nG635KA8,51,resign,white,sandwedge,1330,d_war,1590
UHurL0yF,82,mate,black,steevendelgado,1408,d_war,1584
be4k7115,24,resign,black,d_war,1595,frietvanpiet,1581
A8rhRJkB,66,resign,black,d_war,1606,ntriggers,1637
6aHAbFv6,26,resign,black,ntriggers,1650,d_war,1592
TzerPaAt,106,mate,black,nanaplaza,1451,d_war,1585
VF7RHgfO,89,resign,black,d_war,1604,zubkov1,1306
Qjj8sEIk,45,resign,black,nobody_cares,1565,d_war,1594
QsXoSaql,37,mate,white,d_war,1584,pmagaji,1545
di2HELNg,78,outoftime,black,d_war,1593,ninetynine,1654
zWIldr5P,84,resign,black,jediandre,1810,d_war,1575
q7kFd5x2,115,mate,white,d_war,1567,kendawy,1473
tUjCVsqJ,56,resign,white,cerete,1976,d_war,1569
sWREKfud,64,resign,black,d_war,1576,bishopsacrifice,1719
yss8gC9l,23,resign,white,itchychess,1494,d_war,1589
Pf8VbarP,67,resign,white,d_war,1576,artumbo8,1635
cXeSmj9Y,94,mate,black,mitternachti,1857,bishada,1852
Q9CScjZF,94,resign,black,bishada,1868,kabyle1983,1675
X2Bu7jwq,32,resign,black,kabyle1983,1681,bishada,1862
7ryxiVbT,42,mate,black,schoonied,1319,chesswithmom,2296
poPPti6P,35,mate,white,chesswithmom,2296,schoonied,1319
6MNtakFw,44,mate,black,schoonied,1319,chesswithmom,2296
AiPXVhdm,41,mate,white,chesswithmom,2296,schoonied,1319
Rz20eEWW,57,resign,white,chesswithmom,2294,gedionzelalemafc,1742
IjjIfviR,48,mate,black,schoonied,1319,chesswithmom,2294
e99Zvuey,39,mate,white,chesswithmom,2294,schoonied,1319
dc2KJCrf,32,mate,black,schoonied,1319,chesswithmom,2294
nYDvnb2F,19,mate,white,chesswithmom,2294,schoonied,1319
xtHtOgFj,35,mate,white,chesswithmom,2294,schoonied,1319
2O8oQ5Go,32,mate,black,schoonied,1319,chesswithmom,2294
n8KxiJs5,9,mate,white,chesswithmom,2294,schoonied,1319
u45dnkwn,27,mate,white,acostadamaia,1500,burks,1016
NrseWJbZ,54,mate,black,burks,1016,elsalvadorp,1016
R3zaaMnf,29,mate,white,jimmysunday,1326,burks,1016
uMePVGzx,80,mate,black,burks,1016,jimmysunday,1326
pUg7hByl,85,mate,white,bilalbilal,1446,burks,1016
Oej5pfX8,41,mate,white,zingtingaling,1357,burks,1016
v67bZv8z,36,mate,black,burks,1016,zingtingaling,1357
Zvyx5Mpt,8,resign,white,pareshshel,1371,burks,1016
wut5jenA,57,mate,white,oroszlan,1500,burks,1016
3kC5Bpdk,64,resign,white,burks,1016,mrben_10,1230
HicyD758,77,mate,white,brunonicolas,1060,burks,1016
Dh5iuYbd,3,resign,black,burks,1016,reggge,1608
nj3Dx0uw,47,mate,white,benjor,1683,burks,1016
lI6pKSpl,54,mate,black,burks,1016,albertocdj,1766
DVhWwOvs,35,mate,white,either-or,1500,burks,1016
XlZKyUHO,61,mate,white,dangerous1,1702,burks,1016
rGLkLMQ2,13,resign,white,dangerous1,1702,burks,1016
IJvVn8EM,32,outoftime,black,cristoballan,1500,burks,1016
nCwYVNIT,46,mate,black,burks,1016,chad628,1119
zkk33R0Z,40,mate,black,burks,1016,lance5500,2621
5gtNuMhB,48,mate,black,burks,1016,lance5500,2621
WKUyFUnl,61,mate,white,ivarcode,1898,burks,1017
oQviWdet,2,outoftime,black,burks,1034,somerandomguy23,1353
zdmtpaYr,48,mate,black,chipmell,1222,idealist_realist,1400
inGxndvk,41,mate,white,lucastal,1361,chipmell,1293
kmhJ0HpD,26,mate,black,chipmell,1309,ajdar1360,1770
wud6yne9,71,resign,black,chipmell,1415,feugerkov,1472
LwDjgMUN,79,mate,white,nicklars,1730,chipmell,1500
E1pnNfzn,25,resign,black,djl295,1543,kryptik,1517
HOyZawgT,57,resign,white,kryptik,1517,trumpetplayer106,1420
KVUnajds,25,resign,white,trumpetplayer106,1420,kryptik,1517
AUD5MAeQ,51,resign,white,vasculartapestry,1467,kryptik,1530
q4HgxAMD,47,mate,white,kryptik,1530,slens,1413
JrAjd4B6,34,resign,black,kryptik,1530,bondarenko_a,1547
dwGtXtBG,39,resign,white,bondarenko_a,1547,kryptik,1530
4ih7GF6H,78,resign,black,kryptik,1530,luigitango,1516
h7WPr0QV,45,resign,white,kryptik,1530,dadams7,1503
MxHYQ3gI,54,resign,black,kryptik,1530,nasrollahi,1529
4IbrlaHJ,38,resign,black,nasrollahi,1529,kryptik,1530
jPYQfxD4,96,draw,draw,kryptik,1530,vasculartapestry,1543
XWKS8u5v,60,resign,black,vasculartapestry,1543,kryptik,1518
FDHd0yRf,53,mate,white,hallenmp,1436,kryptik,1518
Tm9FnTkP,30,resign,black,kryptik,1518,marcban,1593
ngD6Pt2d,99,mate,white,emma-kun,1516,kryptik,1518
3liaX0lR,70,mate,black,letalenizhod,1669,kryptik,1502
evTJ06D5,53,resign,black,kryptik,1503,abidara,2041
w32ByeXT,53,mate,white,kryptik,1487,mertcansevig,1685
nOAcuZ7Y,75,outoftime,white,kryptik,1472,ionica,1593
4tcYYgnP,35,mate,white,ayush7211,1503,kryptik,1472
CBxKbsYj,53,resign,white,buliran,1500,kryptik,1472
uqq57W3V,136,outoftime,black,tanganika,1401,artem555,1618
eBRGiAzm,74,resign,black,artem555,1632,cemki22,1533
VjoCeF7u,45,draw,draw,cemki22,1530,artem555,1635
2ZN3l5z4,50,resign,black,artem555,1654,personalidad,1368
bK1u2wYn,95,resign,white,artem555,1647,brandon998877,1531
PgCQgXoQ,154,resign,black,cleverhero,1494,artem555,1640
6EkLMmU5,108,resign,black,agustin1974,1539,artem555,1632
Q5FXOu1K,118,outoftime,draw,tisa67,1820,artem555,1616
BPg0pKCL,109,mate,white,artem555,1606,masoudnahalparvar1,1594
09fzI0ta,55,resign,white,artem555,1594,justello99,1608
l6ld8oKZ,115,mate,white,suryavarchasvin,1621,artem555,1605
NSklHTPJ,43,resign,black,artem555,1605,mohammadparham,1593
n2xDm4uq,100,mate,black,artem555,1589,mr_poleanu,1928
5iRRxP6f,39,resign,white,artem555,1581,azola,1493
GWyebKUp,36,resign,black,josip111,1523,artem555,1571
UAyNP5uD,10,resign,black,del157,1248,artem555,1568
FUtKNNSf,59,mate,white,artem555,1564,inmal,1318
0vSN6TVh,92,resign,black,artem555,1582,crisis2016,1590
TJeQKTDp,210,mate,black,scanjet1,1600,artem555,1571
z8ilhy4G,83,mate,white,artem555,1555,madhusudanverma,1711
JVV78yDG,29,outoftime,white,lance5500,2621,artem555,1555
ZOQ2DVKU,120,mate,black,wiryo12,1584,artem555,1543
V5qVe62M,147,mate,white,artem555,1536,deep108,1500
SFhda91Z,45,mate,white,appanov,1594,artem555,1545
nSvKFzXI,63,draw,draw,artem555,1546,pavan_iitg,1522
Wk7jfbfU,71,resign,white,manish_007,1575,artem555,1566
dVmZHywv,116,mate,black,hakanclkrs,1562,artem555,1554
nKlIr6Zd,40,resign,black,artem555,1567,charlysunday,1520
CqTeVNC1,73,outoftime,white,super_speed2017,1500,artem555,1567
YgTzTknz,107,draw,draw,artem555,1566,regaguay,1585
t4d1mz2n,2,resign,white,nobodyreally,2430,artem555,1566
lNZODk1a,72,mate,black,nitzs,1538,artem555,1556
r6B8Ic6P,45,resign,white,bishopson,2209,alcianblue,2102
mtqeo7IP,84,resign,black,walenti,1988,bishopson,2199
oxGgXEO5,71,resign,white,bishopson,2179,vanraj,2154
TstWW48O,66,resign,black,vanraj,2164,bishopson,2157
kuw0jpH8,82,resign,black,bishopson,2181,vanraj,2153
LNn2rnqb,39,resign,white,bishopson,2148,yummyhat,2274
i5FvJJ1h,64,resign,black,rolfimontenegro,2262,bishopson,2111
bsAA1WgB,89,resign,white,bishopson,2098,true_romance,1897
JgOfRPyn,51,resign,black,mbreti,2022,bishopson,2080
cg6IEY46,74,resign,black,bishopson,2114,dobarnamjemirkan,2042
qq6OX1rr,108,mate,black,iamiamiam,1956,bishopson,2093
VB13RMHj,132,draw,draw,bishopson,2109,mar_matt,1913
8zT6I9mh,36,resign,black,bishopson,2151,hout14,2063
5kxkjPFg,83,mate,white,vicenzo2115,1946,bishopson,2211
3Z925I8T,63,draw,draw,bishopson,2214,sumitan,2187
oSkmipx4,75,resign,white,bishopson,2173,susmit,2118
g3NZ6L6m,77,resign,white,notsoyoungme,2175,bishopson,2231
FxzMfNlo,66,outoftime,black,syahran,2239,bishopson,2151
A3zvbpkF,82,outoftime,black,bishopson,2250,chrisitane-taubira,2091
Suq0mRGy,90,resign,black,ocean56,2120,bishopson,2170
GGL3au8b,99,draw,draw,bishopson,2148,smjt,2213
M9fcGFRd,70,resign,black,christos22,1887,bishopson,2045
VVKY2iMm,41,outoftime,white,bishopson,1500,alberto2,1973
0Y3l5UpU,7,mate,white,didmeistris,1689,qqqirmantas,1135
hwy6SsRr,7,mate,white,didmeistris,1686,qqqirmantas,1139
pFsFrttE,7,mate,white,zalgiris15,1693,qqqirmantas,1144
QjqIySkz,7,mate,white,zalgiris15,1690,qqqirmantas,1149
RQWLiLP1,7,mate,white,didmeistris,1737,qqqirmantas,1154
FuctUjT8,7,mate,white,zalgiris15,1630,qqqirmantas,1161
PQlrmaLS,52,mate,black,oceanicharvest,1987,fisher_gary,1749
